instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,atemp_actual,hum_actual,windspeed_actual
1407,2011-03-03,Musim Semi,0,3,21,0,4,1,Cerah,0.18,0.2121,0.4,0.1045,3,48,51,7.38,10.605,40.0,7.0015
1408,2011-03-03,Musim Semi,0,3,22,0,4,1,Cerah,0.2,0.2576,0.4,0.0,3,50,53,8.200000000000001,12.879999999999999,40.0,0.0
1409,2011-03-03,Musim Semi,0,3,23,0,4,1,Berkabut,0.18,0.2121,0.43,0.0896,0,23,23,7.38,10.605,43.0,6.0032
1410,2011-03-04,Musim Semi,0,3,0,0,5,1,Berkabut,0.2,0.197,0.55,0.194,0,12,12,8.200000000000001,9.85,55.00000000000001,12.998000000000001
1411,2011-03-04,Musim Semi,0,3,1,0,5,1,Berkabut,0.18,0.1818,0.64,0.194,0,4,4,7.38,9.09,64.0,12.998000000000001
1412,2011-03-04,Musim Semi,0,3,2,0,5,1,Berkabut,0.18,0.1818,0.64,0.194,0,2,2,7.38,9.09,64.0,12.998000000000001
1413,2011-03-04,Musim Semi,0,3,3,0,5,1,Berkabut,0.18,0.1667,0.74,0.2537,0,1,1,7.38,8.334999999999999,74.0,16.997899999999998
1414,2011-03-04,Musim Semi,0,3,4,0,5,1,Berkabut,0.18,0.1818,0.74,0.194,1,0,1,7.38,9.09,74.0,12.998000000000001
1415,2011-03-04,Musim Semi,0,3,5,0,5,1,Berkabut,0.16,0.1818,0.74,0.1343,0,7,7,6.5600000000000005,9.09,74.0,8.9981
1416,2011-03-04,Musim Semi,0,3,6,0,5,1,Berkabut,0.16,0.197,0.74,0.0896,1,28,29,6.5600000000000005,9.85,74.0,6.0032
1417,2011-03-04,Musim Semi,0,3,7,0,5,1,Cerah,0.16,0.1818,0.8,0.1343,0,83,83,6.5600000000000005,9.09,80.0,8.9981
1418,2011-03-04,Musim Semi,0,3,8,0,5,1,Cerah,0.18,0.197,0.74,0.1343,6,222,228,7.38,9.85,74.0,8.9981
1419,2011-03-04,Musim Semi,0,3,9,0,5,1,Cerah,0.22,0.2273,0.6,0.1343,12,138,150,9.02,11.365,60.0,8.9981
1420,2011-03-04,Musim Semi,0,3,10,0,5,1,Cerah,0.24,0.2273,0.6,0.2537,10,56,66,9.84,11.365,60.0,16.997899999999998
1421,2011-03-04,Musim Semi,0,3,11,0,5,1,Cerah,0.28,0.2727,0.52,0.2239,16,73,89,11.48,13.635,52.0,15.001299999999999
1422,2011-03-04,Musim Semi,0,3,12,0,5,1,Cerah,0.32,0.303,0.43,0.1642,10,87,97,13.120000000000001,15.15,43.0,11.0014
1423,2011-03-04,Musim Semi,0,3,13,0,5,1,Cerah,0.34,0.3182,0.42,0.2239,13,74,87,13.940000000000001,15.909999999999998,42.0,15.001299999999999
1424,2011-03-04,Musim Semi,0,3,14,0,5,1,Cerah,0.36,0.3333,0.4,0.2836,30,65,95,14.76,16.665,40.0,19.0012
1425,2011-03-04,Musim Semi,0,3,15,0,5,1,Cerah,0.36,0.3333,0.4,0.2985,31,75,106,14.76,16.665,40.0,19.999499999999998
1426,2011-03-04,Musim Semi,0,3,16,0,5,1,Cerah,0.36,0.3485,0.46,0.194,17,101,118,14.76,17.424999999999997,46.0,12.998000000000001
1427,2011-03-04,Musim Semi,0,3,17,0,5,1,Berkabut,0.36,0.3333,0.5,0.2537,22,206,228,14.76,16.665,50.0,16.997899999999998
1428,2011-03-04,Musim Semi,0,3,18,0,5,1,Berkabut,0.34,0.303,0.53,0.2985,15,172,187,13.940000000000001,15.15,53.0,19.999499999999998
1429,2011-03-04,Musim Semi,0,3,19,0,5,1,Cerah,0.32,0.303,0.61,0.2537,5,102,107,13.120000000000001,15.15,61.0,16.997899999999998
1430,2011-03-04,Musim Semi,0,3,20,0,5,1,Berkabut,0.3,0.2879,0.7,0.194,9,78,87,12.299999999999999,14.395,70.0,12.998000000000001
1431,2011-03-04,Musim Semi,0,3,21,0,5,1,Berkabut,0.3,0.2879,0.7,0.2239,6,64,70,12.299999999999999,14.395,70.0,15.001299999999999
1432,2011-03-04,Musim Semi,0,3,22,0,5,1,Cerah,0.3,0.2879,0.7,0.194,4,40,44,12.299999999999999,14.395,70.0,12.998000000000001
1433,2011-03-04,Musim Semi,0,3,23,0,5,1,Berkabut,0.3,0.303,0.75,0.1642,6,40,46,12.299999999999999,15.15,75.0,11.0014
1434,2011-03-05,Musim Semi,0,3,0,0,6,0,Berkabut,0.28,0.2879,0.81,0.1045,4,15,19,11.48,14.395,81.0,7.0015
1435,2011-03-05,Musim Semi,0,3,1,0,6,0,Berkabut,0.3,0.3182,0.81,0.1045,5,20,25,12.299999999999999,15.909999999999998,81.0,7.0015
1436,2011-03-05,Musim Semi,0,3,2,0,6,0,Berkabut,0.3,0.2879,0.87,0.194,5,15,20,12.299999999999999,14.395,87.0,12.998000000000001
1437,2011-03-05,Musim Semi,0,3,3,0,6,0,Berkabut,0.3,0.2879,0.87,0.194,0,2,2,12.299999999999999,14.395,87.0,12.998000000000001
1438,2011-03-05,Musim Semi,0,3,4,0,6,0,Berkabut,0.3,0.303,0.93,0.1642,0,1,1,12.299999999999999,15.15,93.0,11.0014
1439,2011-03-05,Musim Semi,0,3,5,0,6,0,Berkabut,0.3,0.303,1.0,0.1343,0,3,3,12.299999999999999,15.15,100.0,8.9981
1440,2011-03-05,Musim Semi,0,3,6,0,6,0,Berkabut,0.3,0.2879,1.0,0.2239,1,3,4,12.299999999999999,14.395,100.0,15.001299999999999
1441,2011-03-05,Musim Semi,0,3,7,0,6,0,Berkabut,0.3,0.2727,1.0,0.2985,5,10,15,12.299999999999999,13.635,100.0,19.999499999999998
1442,2011-03-05,Musim Semi,0,3,8,0,6,0,Berkabut,0.3,0.2727,1.0,0.2985,11,34,45,12.299999999999999,13.635,100.0,19.999499999999998
1443,2011-03-05,Musim Semi,0,3,9,0,6,0,Berkabut,0.32,0.303,0.93,0.2239,15,48,63,13.120000000000001,15.15,93.0,15.001299999999999
1444,2011-03-05,Musim Semi,0,3,10,0,6,0,Berkabut,0.34,0.3333,0.93,0.194,34,69,103,13.940000000000001,16.665,93.0,12.998000000000001
1445,2011-03-05,Musim Semi,0,3,11,0,6,0,Berkabut,0.4,0.4091,0.76,0.2239,43,116,159,16.400000000000002,20.455000000000002,76.0,15.001299999999999
1446,2011-03-05,Musim Semi,0,3,12,0,6,0,Berkabut,0.44,0.4394,0.67,0.2537,46,121,167,18.04,21.97,67.0,16.997899999999998
1447,2011-03-05,Musim Semi,0,3,13,0,6,0,Berkabut,0.46,0.4545,0.67,0.2836,60,130,190,18.86,22.725,67.0,19.0012
1448,2011-03-05,Musim Semi,0,3,14,0,6,0,Berkabut,0.48,0.4697,0.59,0.2836,80,118,198,19.68,23.485,59.0,19.0012
1449,2011-03-05,Musim Semi,0,3,15,0,6,0,Berkabut,0.46,0.4545,0.63,0.2985,83,122,205,18.86,22.725,63.0,19.999499999999998
1450,2011-03-05,Musim Semi,0,3,16,0,6,0,Berkabut,0.48,0.4697,0.59,0.2985,74,130,204,19.68,23.485,59.0,19.999499999999998
1451,2011-03-05,Musim Semi,0,3,17,0,6,0,Berkabut,0.48,0.4697,0.59,0.3582,60,104,164,19.68,23.485,59.0,23.9994
1452,2011-03-05,Musim Semi,0,3,18,0,6,0,Berkabut,0.48,0.4697,0.59,0.3284,37,115,152,19.68,23.485,59.0,22.0028
1453,2011-03-05,Musim Semi,0,3,19,0,6,0,Berkabut,0.46,0.4545,0.67,0.3284,27,62,89,18.86,22.725,67.0,22.0028
1454,2011-03-05,Musim Semi,0,3,20,0,6,0,Berkabut,0.44,0.4394,0.77,0.3284,12,58,70,18.04,21.97,77.0,22.0028
1455,2011-03-05,Musim Semi,0,3,21,0,6,0,Berkabut,0.44,0.4394,0.72,0.3284,12,60,72,18.04,21.97,72.0,22.0028
1456,2011-03-05,Musim Semi,0,3,22,0,6,0,Berkabut,0.42,0.4242,0.77,0.2985,16,47,63,17.22,21.21,77.0,19.999499999999998
1457,2011-03-05,Musim Semi,0,3,23,0,6,0,Berkabut,0.44,0.4394,0.77,0.2985,10,34,44,18.04,21.97,77.0,19.999499999999998
1458,2011-03-06,Musim Semi,0,3,0,0,0,0,Berkabut,0.42,0.4242,0.77,0.3582,11,41,52,17.22,21.21,77.0,23.9994
1459,2011-03-06,Musim Semi,0,3,1,0,0,0,Berkabut,0.42,0.4242,0.77,0.2836,12,27,39,17.22,21.21,77.0,19.0012
1460,2011-03-06,Musim Semi,0,3,2,0,0,0,Berkabut,0.4,0.4091,0.82,0.2836,5,27,32,16.400000000000002,20.455000000000002,82.0,19.0012
1461,2011-03-06,Musim Semi,0,3,3,0,0,0,Berkabut,0.42,0.4242,0.82,0.2985,2,9,11,17.22,21.21,82.0,19.999499999999998
1462,2011-03-06,Musim Semi,0,3,4,0,0,0,Berkabut,0.42,0.4242,0.88,0.3582,0,3,3,17.22,21.21,88.0,23.9994
1463,2011-03-06,Musim Semi,0,3,6,0,0,0,Berkabut,0.42,0.4242,0.94,0.3582,1,1,2,17.22,21.21,94.0,23.9994
1464,2011-03-06,Musim Semi,0,3,7,0,0,0,Hujan/Salju Ringan,0.42,0.4242,1.0,0.4478,0,5,5,17.22,21.21,100.0,30.002599999999997
1465,2011-03-06,Musim Semi,0,3,8,0,0,0,Berkabut,0.4,0.4091,1.0,0.2985,1,8,9,16.400000000000002,20.455000000000002,100.0,19.999499999999998
1466,2011-03-06,Musim Semi,0,3,9,0,0,0,Berkabut,0.42,0.4242,1.0,0.2836,4,18,22,17.22,21.21,100.0,19.0012
1467,2011-03-06,Musim Semi,0,3,10,0,0,0,Berkabut,0.42,0.4242,1.0,0.2985,4,27,31,17.22,21.21,100.0,19.999499999999998
1468,2011-03-06,Musim Semi,0,3,11,0,0,0,Berkabut,0.42,0.4242,1.0,0.2239,18,44,62,17.22,21.21,100.0,15.001299999999999
1469,2011-03-06,Musim Semi,0,3,12,0,0,0,Berkabut,0.46,0.4545,0.94,0.3284,10,69,79,18.86,22.725,94.0,22.0028
1470,2011-03-06,Musim Semi,0,3,13,0,0,0,Berkabut,0.46,0.4545,0.94,0.3582,22,83,105,18.86,22.725,94.0,23.9994
1471,2011-03-06,Musim Semi,0,3,14,0,0,0,Hujan/Salju Ringan,0.44,0.4394,1.0,0.2239,12,27,39,18.04,21.97,100.0,15.001299999999999
1472,2011-03-06,Musim Semi,0,3,15,0,0,0,Hujan/Salju Ringan,0.44,0.4394,1.0,0.2239,3,4,7,18.04,21.97,100.0,15.001299999999999
1473,2011-03-06,Musim Semi,0,3,16,0,0,0,Hujan/Salju Ringan,0.36,0.3333,1.0,0.2836,3,8,11,14.76,16.665,100.0,19.0012
1474,2011-03-06,Musim Semi,0,3,17,0,0,0,Hujan/Salju Ringan,0.34,0.303,1.0,0.2985,2,23,25,13.940000000000001,15.15,100.0,19.999499999999998
1475,2011-03-06,Musim Semi,0,3,18,0,0,0,Hujan/Salju Ringan,0.32,0.2879,1.0,0.3582,0,23,23,13.120000000000001,14.395,100.0,23.9994
1476,2011-03-06,Musim Semi,0,3,19,0,0,0,Hujan/Salju Ringan,0.3,0.2576,1.0,0.4925,0,11,11,12.299999999999999,12.879999999999999,100.0,32.9975
1477,2011-03-06,Musim Semi,0,3,20,0,0,0,Hujan/Salju Ringan,0.28,0.2424,1.0,0.4179,3,8,11,11.48,12.120000000000001,100.0,27.999299999999998
1478,2011-03-06,Musim Semi,0,3,21,0,0,0,Hujan/Salju Ringan,0.24,0.1818,0.93,0.6119,1,6,7,9.84,9.09,93.0,40.9973
1479,2011-03-06,Musim Semi,0,3,22,0,0,0,Berkabut,0.22,0.197,1.0,0.3881,0,10,10,9.02,9.85,100.0,26.0027
1480,2011-03-06,Musim Semi,0,3,23,0,0,0,Berkabut,0.22,0.197,1.0,0.4179,0,9,9,9.02,9.85,100.0,27.999299999999998
1481,2011-03-07,Musim Semi,0,3,0,0,1,1,Hujan/Salju Ringan,0.2,0.1818,1.0,0.3284,0,4,4,8.200000000000001,9.09,100.0,22.0028
1482,2011-03-07,Musim Semi,0,3,1,0,1,1,Hujan/Salju Ringan,0.2,0.1818,1.0,0.3284,0,2,2,8.200000000000001,9.09,100.0,22.0028
1483,2011-03-07,Musim Semi,0,3,3,0,1,1,Cerah,0.2,0.1515,0.8,0.5821,0,1,1,8.200000000000001,7.575,80.0,39.000699999999995
1484,2011-03-07,Musim Semi,0,3,4,0,1,1,Cerah,0.2,0.1515,0.8,0.5224,1,0,1,8.200000000000001,7.575,80.0,35.0008
1485,2011-03-07,Musim Semi,0,3,5,0,1,1,Cerah,0.2,0.1818,0.75,0.3582,0,1,1,8.200000000000001,9.09,75.0,23.9994
1486,2011-03-07,Musim Semi,0,3,6,0,1,1,Cerah,0.2,0.1818,0.75,0.3881,3,31,34,8.200000000000001,9.09,75.0,26.0027
1487,2011-03-07,Musim Semi,0,3,7,0,1,1,Cerah,0.2,0.1667,0.75,0.4179,3,88,91,8.200000000000001,8.334999999999999,75.0,27.999299999999998
1488,2011-03-07,Musim Semi,0,3,8,0,1,1,Cerah,0.2,0.1818,0.75,0.3881,11,200,211,8.200000000000001,9.09,75.0,26.0027
1489,2011-03-07,Musim Semi,0,3,9,0,1,1,Cerah,0.22,0.1818,0.64,0.4627,5,129,134,9.02,9.09,64.0,31.0009
1490,2011-03-07,Musim Semi,0,3,10,0,1,1,Cerah,0.24,0.2121,0.6,0.2985,15,43,58,9.84,10.605,60.0,19.999499999999998
1491,2011-03-07,Musim Semi,0,3,11,0,1,1,Cerah,0.26,0.2121,0.48,0.4478,19,41,60,10.66,10.605,48.0,30.002599999999997
1492,2011-03-07,Musim Semi,0,3,12,0,1,1,Cerah,0.3,0.2727,0.42,0.4179,28,68,96,12.299999999999999,13.635,42.0,27.999299999999998
1493,2011-03-07,Musim Semi,0,3,13,0,1,1,Cerah,0.32,0.2879,0.36,0.3881,16,54,70,13.120000000000001,14.395,36.0,26.0027
1494,2011-03-07,Musim Semi,0,3,14,0,1,1,Cerah,0.32,0.2879,0.36,0.4179,21,56,77,13.120000000000001,14.395,36.0,27.999299999999998
1495,2011-03-07,Musim Semi,0,3,15,0,1,1,Cerah,0.34,0.303,0.31,0.3881,32,64,96,13.940000000000001,15.15,31.0,26.0027
1496,2011-03-07,Musim Semi,0,3,16,0,1,1,Cerah,0.34,0.303,0.31,0.3582,26,96,122,13.940000000000001,15.15,31.0,23.9994
1497,2011-03-07,Musim Semi,0,3,17,0,1,1,Cerah,0.34,0.303,0.29,0.3582,27,206,233,13.940000000000001,15.15,28.999999999999996,23.9994
1498,2011-03-07,Musim Semi,0,3,18,0,1,1,Cerah,0.32,0.303,0.31,0.2239,19,214,233,13.120000000000001,15.15,31.0,15.001299999999999
1499,2011-03-07,Musim Semi,0,3,19,0,1,1,Cerah,0.3,0.2879,0.33,0.2239,11,134,145,12.299999999999999,14.395,33.0,15.001299999999999
1500,2011-03-07,Musim Semi,0,3,20,0,1,1,Cerah,0.3,0.303,0.33,0.1642,5,87,92,12.299999999999999,15.15,33.0,11.0014
1501,2011-03-07,Musim Semi,0,3,21,0,1,1,Cerah,0.28,0.2727,0.38,0.2239,1,53,54,11.48,13.635,38.0,15.001299999999999
1502,2011-03-07,Musim Semi,0,3,22,0,1,1,Cerah,0.26,0.2576,0.48,0.1642,1,34,35,10.66,12.879999999999999,48.0,11.0014
1503,2011-03-07,Musim Semi,0,3,23,0,1,1,Cerah,0.28,0.3182,0.48,0.0,0,22,22,11.48,15.909999999999998,48.0,0.0
1504,2011-03-08,Musim Semi,0,3,0,0,2,1,Cerah,0.26,0.2879,0.48,0.0896,1,9,10,10.66,14.395,48.0,6.0032
1505,2011-03-08,Musim Semi,0,3,1,0,2,1,Cerah,0.24,0.2424,0.52,0.1343,0,4,4,9.84,12.120000000000001,52.0,8.9981
1506,2011-03-08,Musim Semi,0,3,2,0,2,1,Cerah,0.24,0.2424,0.52,0.1343,1,0,1,9.84,12.120000000000001,52.0,8.9981
1507,2011-03-08,Musim Semi,0,3,3,0,2,1,Cerah,0.24,0.2576,0.52,0.0896,5,2,7,9.84,12.879999999999999,52.0,6.0032
1508,2011-03-08,Musim Semi,0,3,4,0,2,1,Cerah,0.22,0.2727,0.64,0.0,0,2,2,9.02,13.635,64.0,0.0
1509,2011-03-08,Musim Semi,0,3,5,0,2,1,Cerah,0.2,0.2273,0.69,0.1045,2,8,10,8.200000000000001,11.365,69.0,7.0015
1510,2011-03-08,Musim Semi,0,3,6,0,2,1,Cerah,0.2,0.2576,0.59,0.0,3,42,45,8.200000000000001,12.879999999999999,59.0,0.0
1511,2011-03-08,Musim Semi,0,3,7,0,2,1,Cerah,0.18,0.197,0.64,0.1343,9,119,128,7.38,9.85,64.0,8.9981
1512,2011-03-08,Musim Semi,0,3,8,0,2,1,Cerah,0.22,0.2273,0.55,0.194,10,247,257,9.02,11.365,55.00000000000001,12.998000000000001
1513,2011-03-08,Musim Semi,0,3,9,0,2,1,Cerah,0.26,0.2576,0.41,0.1642,11,140,151,10.66,12.879999999999999,41.0,11.0014
1514,2011-03-08,Musim Semi,0,3,10,0,2,1,Berkabut,0.3,0.2879,0.33,0.194,25,46,71,12.299999999999999,14.395,33.0,12.998000000000001
1515,2011-03-08,Musim Semi,0,3,11,0,2,1,Berkabut,0.36,0.3485,0.25,0.1642,26,52,78,14.76,17.424999999999997,25.0,11.0014
1516,2011-03-08,Musim Semi,0,3,12,0,2,1,Berkabut,0.36,0.3788,0.23,0.0,29,70,99,14.76,18.94,23.0,0.0
1517,2011-03-08,Musim Semi,0,3,13,0,2,1,Berkabut,0.38,0.3939,0.25,0.1045,25,73,98,15.58,19.695,25.0,7.0015
1518,2011-03-08,Musim Semi,0,3,14,0,2,1,Berkabut,0.38,0.3939,0.2,0.0,16,56,72,15.58,19.695,20.0,0.0
1519,2011-03-08,Musim Semi,0,3,15,0,2,1,Berkabut,0.36,0.3788,0.18,0.0,35,77,112,14.76,18.94,18.0,0.0
1520,2011-03-08,Musim Semi,0,3,16,0,2,1,Cerah,0.38,0.3939,0.27,0.1642,26,82,108,15.58,19.695,27.0,11.0014
1521,2011-03-08,Musim Semi,0,3,17,0,2,1,Cerah,0.36,0.3485,0.27,0.2239,39,209,248,14.76,17.424999999999997,27.0,15.001299999999999
1522,2011-03-08,Musim Semi,0,3,18,0,2,1,Cerah,0.34,0.3333,0.27,0.194,21,214,235,13.940000000000001,16.665,27.0,12.998000000000001
1523,2011-03-08,Musim Semi,0,3,19,0,2,1,Cerah,0.34,0.3485,0.31,0.1045,9,141,150,13.940000000000001,17.424999999999997,31.0,7.0015
1524,2011-03-08,Musim Semi,0,3,20,0,2,1,Cerah,0.32,0.3333,0.39,0.0896,2,74,76,13.120000000000001,16.665,39.0,6.0032
1525,2011-03-08,Musim Semi,0,3,21,0,2,1,Cerah,0.3,0.2879,0.49,0.194,7,68,75,12.299999999999999,14.395,49.0,12.998000000000001
1526,2011-03-08,Musim Semi,0,3,22,0,2,1,Cerah,0.3,0.2879,0.49,0.2239,11,44,55,12.299999999999999,14.395,49.0,15.001299999999999
1527,2011-03-08,Musim Semi,0,3,23,0,2,1,Cerah,0.28,0.2727,0.61,0.194,3,38,41,11.48,13.635,61.0,12.998000000000001
1528,2011-03-09,Musim Semi,0,3,0,0,3,1,Cerah,0.26,0.2879,0.65,0.0896,0,9,9,10.66,14.395,65.0,6.0032
1529,2011-03-09,Musim Semi,0,3,1,0,3,1,Cerah,0.26,0.2727,0.52,0.1343,0,4,4,10.66,13.635,52.0,8.9981
1530,2011-03-09,Musim Semi,0,3,2,0,3,1,Cerah,0.26,0.2727,0.52,0.1343,1,1,2,10.66,13.635,52.0,8.9981
1531,2011-03-09,Musim Semi,0,3,3,0,3,1,Cerah,0.24,0.2576,0.7,0.0896,1,2,3,9.84,12.879999999999999,70.0,6.0032
1532,2011-03-09,Musim Semi,0,3,4,0,3,1,Cerah,0.24,0.2576,0.75,0.1045,0,2,2,9.84,12.879999999999999,75.0,7.0015
1533,2011-03-09,Musim Semi,0,3,5,0,3,1,Berkabut,0.24,0.2424,0.81,0.1343,1,7,8,9.84,12.120000000000001,81.0,8.9981
1534,2011-03-09,Musim Semi,0,3,6,0,3,1,Berkabut,0.24,0.2576,0.85,0.1045,5,44,49,9.84,12.879999999999999,85.0,7.0015
1535,2011-03-09,Musim Semi,0,3,7,0,3,1,Berkabut,0.24,0.2424,0.87,0.1642,18,123,141,9.84,12.120000000000001,87.0,11.0014
1536,2011-03-09,Musim Semi,0,3,8,0,3,1,Berkabut,0.24,0.2424,0.87,0.1343,11,238,249,9.84,12.120000000000001,87.0,8.9981
1537,2011-03-09,Musim Semi,0,3,9,0,3,1,Berkabut,0.26,0.2424,0.87,0.2537,5,136,141,10.66,12.120000000000001,87.0,16.997899999999998
1538,2011-03-09,Musim Semi,0,3,10,0,3,1,Berkabut,0.3,0.2879,0.75,0.2537,8,49,57,12.299999999999999,14.395,75.0,16.997899999999998
1539,2011-03-09,Musim Semi,0,3,11,0,3,1,Berkabut,0.32,0.2879,0.76,0.3881,15,44,59,13.120000000000001,14.395,76.0,26.0027
1540,2011-03-09,Musim Semi,0,3,12,0,3,1,Berkabut,0.32,0.303,0.76,0.2537,14,84,98,13.120000000000001,15.15,76.0,16.997899999999998
1541,2011-03-09,Musim Semi,0,3,13,0,3,1,Berkabut,0.32,0.2879,0.76,0.3582,17,82,99,13.120000000000001,14.395,76.0,23.9994
1542,2011-03-09,Musim Semi,0,3,14,0,3,1,Berkabut,0.34,0.303,0.76,0.2985,10,61,71,13.940000000000001,15.15,76.0,19.999499999999998
1543,2011-03-09,Musim Semi,0,3,15,0,3,1,Berkabut,0.36,0.3333,0.71,0.2985,15,64,79,14.76,16.665,71.0,19.999499999999998
1544,2011-03-09,Musim Semi,0,3,16,0,3,1,Berkabut,0.34,0.303,0.76,0.3284,10,102,112,13.940000000000001,15.15,76.0,22.0028
1545,2011-03-09,Musim Semi,0,3,17,0,3,1,Berkabut,0.34,0.303,0.76,0.2985,18,176,194,13.940000000000001,15.15,76.0,19.999499999999998
1546,2011-03-09,Musim Semi,0,3,18,0,3,1,Berkabut,0.34,0.3182,0.76,0.2537,12,176,188,13.940000000000001,15.909999999999998,76.0,16.997899999999998
1547,2011-03-09,Musim Semi,0,3,19,0,3,1,Berkabut,0.34,0.303,0.76,0.3284,11,123,134,13.940000000000001,15.15,76.0,22.0028
1548,2011-03-09,Musim Semi,0,3,20,0,3,1,Berkabut,0.32,0.3182,0.87,0.194,4,87,91,13.120000000000001,15.909999999999998,87.0,12.998000000000001
1549,2011-03-09,Musim Semi,0,3,21,0,3,1,Berkabut,0.32,0.303,0.93,0.3284,10,52,62,13.120000000000001,15.15,93.0,22.0028
1550,2011-03-09,Musim Semi,0,3,22,0,3,1,Hujan/Salju Ringan,0.32,0.3182,0.93,0.1642,4,17,21,13.120000000000001,15.909999999999998,93.0,11.0014
1551,2011-03-09,Musim Semi,0,3,23,0,3,1,Hujan/Salju Ringan,0.34,0.3333,0.93,0.194,1,17,18,13.940000000000001,16.665,93.0,12.998000000000001
1552,2011-03-10,Musim Semi,0,3,0,0,4,1,Hujan/Salju Ringan,0.34,0.3182,0.0,0.2537,3,0,3,13.940000000000001,15.909999999999998,0.0,16.997899999999998
1553,2011-03-10,Musim Semi,0,3,1,0,4,1,Hujan/Salju Ringan,0.34,0.3182,0.0,0.2537,0,2,2,13.940000000000001,15.909999999999998,0.0,16.997899999999998
1554,2011-03-10,Musim Semi,0,3,2,0,4,1,Hujan/Salju Ringan,0.34,0.3182,0.0,0.2537,0,1,1,13.940000000000001,15.909999999999998,0.0,16.997899999999998
1555,2011-03-10,Musim Semi,0,3,5,0,4,1,Hujan/Salju Ringan,0.36,0.3485,0.0,0.194,1,2,3,14.76,17.424999999999997,0.0,12.998000000000001
1556,2011-03-10,Musim Semi,0,3,6,0,4,1,Hujan/Salju Ringan,0.36,0.3333,0.0,0.3284,0,12,12,14.76,16.665,0.0,22.0028
1557,2011-03-10,Musim Semi,0,3,7,0,4,1,Hujan/Salju Ringan,0.38,0.3939,0.0,0.2239,1,36,37,15.58,19.695,0.0,15.001299999999999
1558,2011-03-10,Musim Semi,0,3,8,0,4,1,Hujan/Salju Ringan,0.38,0.3939,0.0,0.2836,1,43,44,15.58,19.695,0.0,19.0012
1559,2011-03-10,Musim Semi,0,3,9,0,4,1,Hujan/Salju Ringan,0.4,0.4091,0.0,0.2239,1,23,24,16.400000000000002,20.455000000000002,0.0,15.001299999999999
1560,2011-03-10,Musim Semi,0,3,10,0,4,1,Hujan/Salju Ringan,0.4,0.4091,0.0,0.1642,0,17,17,16.400000000000002,20.455000000000002,0.0,11.0014
1561,2011-03-10,Musim Semi,0,3,11,0,4,1,Hujan/Salju Ringan,0.4,0.4091,0.0,0.2537,6,5,11,16.400000000000002,20.455000000000002,0.0,16.997899999999998
1562,2011-03-10,Musim Semi,0,3,12,0,4,1,Hujan/Salju Ringan,0.42,0.4242,0.0,0.2239,4,30,34,17.22,21.21,0.0,15.001299999999999
1563,2011-03-10,Musim Semi,0,3,13,0,4,1,Hujan/Salju Ringan,0.42,0.4242,0.0,0.2239,1,11,12,17.22,21.21,0.0,15.001299999999999
1564,2011-03-10,Musim Semi,0,3,14,0,4,1,Hujan/Salju Ringan,0.44,0.4394,0.0,0.2985,0,12,12,18.04,21.97,0.0,19.999499999999998
1565,2011-03-10,Musim Semi,0,3,15,0,4,1,Hujan/Salju Ringan,0.44,0.4394,0.0,0.2239,3,11,14,18.04,21.97,0.0,15.001299999999999
1566,2011-03-10,Musim Semi,0,3,16,0,4,1,Hujan/Salju Ringan,0.42,0.4242,0.0,0.2537,1,20,21,17.22,21.21,0.0,16.997899999999998
1567,2011-03-10,Musim Semi,0,3,17,0,4,1,Berkabut,0.44,0.4394,0.0,0.3881,2,109,111,18.04,21.97,0.0,26.0027
1568,2011-03-10,Musim Semi,0,3,18,0,4,1,Hujan/Salju Ringan,0.44,0.4394,0.0,0.3582,2,80,82,18.04,21.97,0.0,23.9994
1569,2011-03-10,Musim Semi,0,3,19,0,4,1,Hujan/Salju Ringan,0.44,0.4394,0.0,0.5821,5,51,56,18.04,21.97,0.0,39.000699999999995
1570,2011-03-10,Musim Semi,0,3,20,0,4,1,Hujan/Salju Ringan,0.36,0.3333,0.0,0.3284,9,29,38,14.76,16.665,0.0,22.0028
1571,2011-03-10,Musim Semi,0,3,21,0,4,1,Hujan/Salju Ringan,0.36,0.3485,0.0,0.2239,1,27,28,14.76,17.424999999999997,0.0,15.001299999999999
1572,2011-03-10,Musim Semi,0,3,22,0,4,1,Berkabut,0.34,0.3333,0.0,0.1343,4,30,34,13.940000000000001,16.665,0.0,8.9981
1573,2011-03-10,Musim Semi,0,3,23,0,4,1,Hujan/Salju Ringan,0.34,0.3485,0.0,0.0896,1,26,27,13.940000000000001,17.424999999999997,0.0,6.0032
1574,2011-03-11,Musim Semi,0,3,0,0,5,1,Berkabut,0.34,0.3485,1.0,0.0896,0,6,6,13.940000000000001,17.424999999999997,100.0,6.0032
1575,2011-03-11,Musim Semi,0,3,1,0,5,1,Hujan/Salju Ringan,0.34,0.3485,1.0,0.1045,0,8,8,13.940000000000001,17.424999999999997,100.0,7.0015
1576,2011-03-11,Musim Semi,0,3,2,0,5,1,Hujan/Salju Ringan,0.34,0.3485,1.0,0.1045,2,3,5,13.940000000000001,17.424999999999997,100.0,7.0015
1577,2011-03-11,Musim Semi,0,3,3,0,5,1,Berkabut,0.32,0.3333,0.93,0.0896,0,2,2,13.120000000000001,16.665,93.0,6.0032
